GeneID	GSM6311037	GSM6311038	GSM6311039	GSM6311040	GSM6311041	GSM6311042	GSM6311043	GSM6311044	GSM6311045
441086	22	13	15	13	37	28	37	27	23
105379039	0	0	0	0	0	1	0	0	0
105379040	0	0	0	0	0	1	0	0	0
51301	4	6	19	20	46	37	44	9	12
256006	3	3	1	4	6	19	13	10	6
3156	1736	1388	808	830	6507	7473	7530	2696	2872
10087	405	351	225	239	1258	1662	1762	1034	1092
51426	263	225	210	208	596	594	622	680	676
728780	0	0	1	0	6	16	9	0	1
107986424	0	0	0	1	1	2	1	0	0
134359	209	211	160	144	208	222	235	367	418
441087	0	2	5	14	3	5	9	3	4
22987	0	0	2	0	5	4	8	0	1
105379041	0	0	0	0	0	0	0	0	0
105379042	0	0	0	0	0	0	0	0	1
10788	0	2	0	2	12	9	6	3	1
101929109	0	0	0	0	0	0	0	0	0
2151	22	23	21	12	12	19	11	38	46
100302746	0	0	1	0	0	0	0	0	0
2149	2194	2100	1809	1724	459	487	519	2810	2713
2150	2353	2405	1880	1795	1183	1223	1266	3348	3403
170591	0	0	0	0	0	0	0	0	0
1393	0	0	0	0	0	0	0	0	0
55109	491	453	338	372	1147	1330	1312	999	954
84327	355	331	273	258	257	252	285	265	307
677828	2	0	2	0	4	1	5	0	0
728723	10	7	22	18	10	9	14	7	13
8622	19	21	22	24	109	144	141	46	38
55255	293	312	362	302	1194	1382	1336	569	596
23440	0	0	0	0	0	0	0	1	0
6902	988	1007	834	818	2116	2046	2260	1402	1459
101929154	0	0	0	0	0	0	1	0	0
8546	1079	931	924	972	2506	2675	2674	2229	2368
728769	98	111	106	98	142	146	139	107	116
9522	407	311	451	462	2164	2594	2387	933	1008
10184	289	253	394	354	281	322	343	518	553
411	345	338	238	198	300	313	319	355	485
29958	1	0	8	7	1	2	3	1	1
23743	0	0	0	0	1	0	0	0	0
635	0	2	4	1	6	9	20	0	0
133746	210	200	450	498	685	795	915	515	465
102724530	1	1	1	1	0	5	0	3	3
101929201	0	1	0	2	5	4	12	2	1
9456	268	239	194	244	817	812	867	616	601
107986426	0	0	0	0	0	0	0	0	0
105379047	0	0	0	0	3	5	2	0	0
167153	459	394	433	432	1114	1290	1237	715	732
202333	4	2	13	7	31	26	27	14	11
102724557	0	0	0	0	5	4	2	0	0
105379048	0	0	0	1	0	0	0	0	1
105616916	0	0	0	0	0	0	0	0	0
345778	752	673	626	688	1021	1157	1234	1019	1046
7060	93	87	149	125	71	56	65	112	127
101929215	6	3	3	5	6	5	5	5	7
256987	319	355	509	441	1688	1665	1773	507	536
644936	0	0	0	0	0	1	0	0	0
84654	0	0	0	0	0	0	0	0	0
441089	53	47	63	33	41	37	29	56	48
9765	525	497	351	393	1556	2002	2002	973	984
167555	13	9	14	7	19	23	17	17	24
340120	0	0	0	0	21	19	15	0	0
103689917	2	1	0	0	3	2	0	3	1
1719	2789	2450	1861	1845	2059	2268	2342	4413	4849
100462981	10	9	16	14	6	15	5	5	9
4437	412	391	267	269	396	420	437	827	929
107986428	0	0	0	0	2	1	3	2	2
102524628	0	0	0	0	0	0	0	0	0
5924	7	9	9	8	5	8	8	6	13
107986359	0	0	0	0	0	0	0	0	0
1160	71	72	68	67	44	52	52	79	86
100131067	96	77	99	87	115	134	111	67	83
84240	273	270	246	254	550	568	560	488	501
134526	6	1	2	4	2	1	6	0	2
23635	8	13	7	9	307	402	331	4	6
107986384	0	0	0	0	2	2	0	0	0
107986385	0	0	0	0	0	0	0	0	0
83734	63	61	88	78	290	249	291	106	129
6228	9813	9875	7496	7201	15453	17077	18610	14689	16942
92270	12	17	41	56	28	34	39	20	22
105379050	0	0	0	0	0	0	0	0	0
100616297	0	0	0	0	0	0	0	0	0
102546175	0	0	0	0	0	0	0	0	0
107986430	0	0	0	0	0	1	1	0	0
105379051	6	1	3	0	1	0	1	4	0
105379052	3	2	0	0	2	2	1	0	6
153339	1833	1553	996	954	2592	3248	3349	3544	3738
677765	0	0	0	0	0	0	1	0	1
7518	270	210	158	130	328	437	384	593	587
105379053	0	1	0	0	0	0	0	0	0
1462	0	0	0	1	0	1	0	2	2
107986431	0	0	0	0	0	0	0	0	0
105379054	0	0	0	0	0	0	0	0	0
1404	0	0	0	0	0	0	0	0	0
105379055	0	0	0	0	0	0	0	0	0
107986386	0	0	0	0	0	0	0	0	0
10085	1483	1309	1350	1255	2206	2434	2408	2146	2369
105379057	162	172	144	157	219	230	237	195	186
105379059	0	0	0	0	0	0	1	0	0
101929321	0	0	0	0	4	5	1	0	0
105379061	0	1	0	1	12	21	14	2	2
105379062	1	2	0	2	5	20	8	6	2
105379063	0	0	0	0	0	0	0	0	0
285622	0	0	0	0	0	0	0	0	0
105379064	0	0	0	0	0	0	0	0	0
1350	1389	1336	1628	1378	2684	2916	3113	2332	2504
109623460	0	2	0	1	5	3	3	3	2
100505878	0	0	0	0	0	0	0	0	0
645261	0	0	0	0	0	0	0	0	0
105379065	0	0	0	0	0	0	0	0	0
100422887	0	0	0	0	0	0	0	0	0
101929380	0	0	0	0	0	0	0	0	0
55338	0	0	0	0	0	0	0	0	0
5921	706	635	475	545	1283	1393	1599	1175	1142
902	596	560	445	476	962	1198	1125	1207	1283
644285	2	0	1	1	0	5	8	0	0
105379066	1	1	0	3	0	1	1	2	2
111082994	0	0	0	0	0	0	0	0	0
105379069	0	0	0	0	1	0	0	0	0
105379070	0	0	0	0	0	0	0	0	0
153396	266	241	294	291	502	534	532	348	370
112267943	10	13	15	16	4	0	2	3	3
100505894	42	29	30	26	154	140	142	30	45
102546226	0	0	1	0	0	0	0	0	0
645323	0	0	0	0	0	2	1	0	0
407047	0	0	0	0	0	0	0	0	0
109729137	0	0	0	0	14	6	16	0	0
4208	0	1	5	2	197	186	215	0	0
107986361	0	0	0	0	0	0	0	0	0
101929423	0	0	0	0	6	5	5	0	0
107986360	1	0	1	3	0	1	1	2	0
105379074	0	0	0	0	0	0	0	0	0
105379073	0	0	0	0	0	0	0	0	0
107986387	0	0	0	0	0	0	0	0	0
105379076	0	0	0	0	0	0	0	0	0
102724637	0	0	0	0	0	0	0	0	0
100500825	0	0	0	0	0	0	0	0	0
101929495	0	0	0	0	0	4	0	0	0
1070	239	218	213	200	569	767	742	590	592
731157	1	0	1	0	15	6	5	3	1
153364	147	112	157	142	436	507	510	295	319
10622	435	378	292	300	1183	1312	1337	992	993
116068	211	148	187	197	625	750	737	526	568
84059	3	5	12	12	22	22	23	3	6
105379077	0	0	0	0	0	0	0	0	0
107986432	0	0	1	1	0	0	3	0	0
107986433	0	0	0	0	2	0	2	0	0
100505994	8	3	5	15	30	37	37	1	3
57561	96	85	232	181	263	328	339	278	258
100129716	15	8	16	24	35	31	50	9	4
107986434	0	0	0	0	0	0	1	0	0
105379078	0	0	0	0	2	2	4	0	0
105379080	0	0	0	0	0	1	1	1	0
105379082	0	0	0	0	0	0	0	0	0
107984117	0	0	0	0	0	0	0	0	0
107986388	0	0	0	0	0	0	0	0	0
105379083	1	1	1	4	3	2	6	6	3
441094	31	25	21	22	97	105	77	14	25
7025	26	29	40	52	63	49	61	37	35
83989	195	196	142	133	470	552	585	427	481
100313887	11	15	12	5	33	31	25	19	21
134187	0	1	0	0	0	1	0	0	1
105379087	0	0	2	2	0	3	1	3	0
285600	12	9	8	3	7	6	7	20	18
105379086	0	0	0	0	0	0	0	0	0
84250	203	193	157	176	730	893	842	538	507
79772	9	7	15	16	564	710	675	19	10
105379085	0	0	0	0	0	0	0	0	0
105379089	0	0	0	0	0	0	0	0	0
153643	0	0	0	0	1	0	0	0	0
9652	834	683	469	469	3131	3635	3619	1909	2143
153642	69	76	65	79	216	253	245	143	158
285601	0	0	0	0	0	0	0	0	0
112267933	0	0	0	0	1	1	0	0	0
317671	14	9	10	12	32	44	45	25	34
83890	61	52	55	47	317	295	340	93	108
105379090	0	0	1	0	1	0	0	0	0
22836	873	786	784	813	4606	5084	5381	1039	1067
2745	0	2	0	2	296	336	289	1	1
102724720	0	0	0	0	10	2	18	0	0
202299	0	1	0	0	1	4	3	4	2
105379091	0	0	0	0	2	1	2	1	3
22936	755	731	648	661	2636	3017	2983	1391	1502
101929710	1	0	0	0	3	3	1	1	1
105379096	0	0	0	0	0	0	0	0	0
107984114	0	0	0	0	1	2	4	0	0
693168	0	0	0	0	0	0	0	0	0
105379675	0	0	0	0	5	6	1	0	0
107986365	0	0	0	0	0	3	1	0	1
5122	6	3	6	7	41	55	46	9	10
107986362	0	0	0	0	0	0	0	0	0
831	2769	2603	2369	2477	4756	5198	5096	4370	4481
107986364	1	2	2	0	2	3	5	2	1
107986363	27	30	16	21	12	9	7	31	26
105379094	2	0	0	1	0	1	0	1	0
51752	358	357	412	411	2546	2668	2723	543	562
102724748	26	19	34	30	350	390	381	26	29
64167	75	55	119	94	4499	5111	5175	134	99
4012	452	452	654	677	902	1006	1169	809	868
101926893	3	1	0	1	1	0	0	0	1
167410	0	0	0	0	0	0	0	0	0
55781	193	151	109	121	514	637	620	627	624
102546227	0	0	0	0	0	0	0	0	0
109729164	0	0	0	0	0	0	1	0	0
105379098	0	0	0	0	1	0	0	0	0
285704	316	288	346	362	342	385	404	402	435
503569	2	1	13	15	2	5	2	3	3
107986435	0	0	0	0	0	0	0	0	0
105379099	0	0	0	0	0	0	0	0	0
1105	712	637	315	363	2275	2878	2837	1847	1863
102724810	18	12	2	4	59	48	41	38	38
100289230	16	14	11	15	44	39	48	4	7
107986436	0	0	0	0	0	0	0	0	0
100652833	0	0	0	0	0	0	0	0	0
102724855	0	0	0	0	0	0	0	0	0
105379101	0	0	0	0	1	1	0	0	0
100133050	0	0	1	0	0	0	0	0	2
105379100	0	0	0	1	2	0	2	2	0
345757	161	145	232	228	342	304	375	261	285
7903	0	0	0	0	30	40	33	0	0
100302288	0	0	0	0	0	0	0	0	0
107986437	0	0	0	0	0	0	0	0	0
107986438	0	0	0	0	0	0	0	0	0
105379102	0	0	0	0	2	1	0	0	0
353189	0	0	0	0	1	0	0	0	0
133482	0	0	0	0	5	0	5	0	0
100861468	0	0	0	0	1	2	3	0	0
285708	0	0	0	0	83	114	85	0	0
105379104	0	0	0	0	2	5	3	0	0
5066	1056	884	1472	1335	820	870	888	1437	1524
105379105	0	0	0	0	0	0	0	0	0
54826	56	64	36	46	101	190	163	217	196
23262	350	331	247	286	1167	1306	1318	828	917
90355	51	50	53	40	815	1029	1056	140	181
102467212	0	0	0	0	0	1	0	0	0
83594	204	182	165	147	775	848	778	498	505
105379107	0	0	0	0	0	0	0	0	0
101930276	0	0	0	0	0	0	0	0	0
107986389	18	5	8	6	35	42	18	7	5
105379109	0	0	0	0	0	0	0	0	0
105379111	0	0	0	0	0	1	0	0	0
9366	0	0	0	0	0	0	0	0	0
105379110	0	0	0	0	0	0	0	0	0
107986439	0	0	0	0	0	0	0	0	0
102467213	0	0	0	0	1	0	0	0	0
1946	256	240	245	224	522	577	584	314	342
64839	165	131	211	183	424	507	497	248	246
105379114	0	0	0	0	0	0	0	0	0
107986440	0	0	0	0	1	0	0	0	0
100652853	1	3	2	5	36	33	29	6	6
2241	269	243	203	226	841	967	1011	843	869
285638	1	0	0	2	2	5	1	1	2
9867	840	700	617	613	3098	3720	3764	1855	1916
105379117	0	0	0	0	0	1	0	0	0
105379118	0	0	0	0	0	0	0	0	0
4124	717	601	752	671	2690	3234	3185	1513	1571
100289673	0	0	0	0	0	0	0	0	0
105379119	0	0	0	0	0	0	0	0	0
642987	4	3	0	0	18	5	14	3	9
100302159	0	0	0	0	0	0	0	0	0
91137	790	679	459	452	979	1062	1103	1732	1761
105379121	0	1	0	0	3	0	0	0	0
85480	0	0	0	0	35	44	55	0	0
134430	1175	1048	707	740	1873	2175	2141	2057	2436
814	116	91	61	58	641	823	815	105	109
134429	363	280	195	177	1551	1842	1913	298	312
100505678	27	22	17	20	416	448	460	24	25
105369177	0	0	0	0	0	0	0	0	0
9315	15	6	15	14	1513	1456	1630	20	20
105379122	0	0	0	0	0	0	0	0	0
100873948	0	0	0	0	0	0	1	0	0
64097	71	78	28	17	509	538	518	48	57
114915	160	191	169	154	552	595	578	265	285
654322	5	2	2	6	8	13	7	4	3
101927023	0	0	0	0	0	0	0	0	0
54508	0	0	0	0	57	62	34	0	0
102467214	0	0	0	0	0	0	0	0	0
102467216	0	0	0	0	0	0	0	0	0
324	158	140	80	106	855	1017	1077	737	779
6728	624	526	360	373	774	899	909	1017	1038
7905	1432	1290	988	980	2373	2721	2809	3094	3132
105379123	3	2	5	2	0	5	3	3	3
105379126	1	0	0	0	3	1	0	0	0
167227	646	579	508	537	1662	2040	2116	905	979
4163	597	523	753	704	1884	1861	2049	1021	1003
107986366	0	0	0	0	1	0	0	0	0
83942	1	0	1	1	0	1	2	0	1
64848	524	500	308	380	1394	1522	1734	886	900
107986441	0	0	0	0	0	0	0	0	0
105379127	0	0	0	0	0	0	1	0	0
3781	0	0	0	0	0	2	0	0	1
101927078	0	0	0	0	0	0	0	0	0
101927059	0	0	0	0	0	0	0	0	0
55521	67	65	54	54	30	48	40	111	148
5229	372	328	183	205	889	1072	1096	877	927
153733	70	57	85	91	292	393	393	224	212
105379129	0	0	0	0	0	0	0	0	0
105379130	0	0	0	0	1	4	0	0	0
56929	269	249	243	207	847	909	999	636	637
100302736	338	319	237	229	493	476	487	578	608
353376	36	27	29	33	66	73	69	61	50
101927100	5	5	7	3	1	2	3	11	5
51014	1368	1186	950	935	1903	2334	2343	2852	3158
102467217	0	0	0	0	0	0	0	0	0
1036	0	0	0	0	1	0	0	0	0
9140	530	427	349	323	994	1136	1051	811	840
1176	798	658	563	567	1950	2203	2161	1209	1325
107986443	0	0	0	0	0	2	0	0	0
206338	1	0	1	2	5	7	8	0	0
644100	0	0	0	0	0	0	0	1	0
51397	268	229	127	124	757	879	766	564	575
113219464	0	0	0	0	0	0	0	0	0
101927190	0	0	0	0	0	0	0	0	0
57556	1	0	0	2	25	42	44	0	0
101927233	1	0	0	0	3	7	5	0	0
105379132	0	0	0	0	0	0	1	0	0
102467223	0	0	0	0	0	0	0	0	0
105379133	0	0	0	0	7	12	13	0	0
105379136	0	0	0	0	0	0	0	0	0
105379135	0	0	0	0	0	0	0	0	0
105379134	0	0	0	0	0	0	0	0	0
105379137	0	0	0	0	0	0	0	0	0
105379138	0	0	0	0	0	0	0	0	0
105379139	0	0	0	0	0	0	0	0	0
728342	0	0	0	0	6	2	8	0	0
102467224	0	0	0	0	0	0	0	0	0
100505811	0	0	0	0	0	0	0	0	0
101927280	2	0	0	0	0	0	0	1	0
105379141	0	0	0	0	0	0	0	0	0
102467225	0	0	0	0	0	0	0	0	0
285605	355	331	197	164	345	340	383	527	581
100422885	417	328	243	234	356	408	379	225	271
105379143	0	0	0	1	2	0	0	0	1
1657	283	251	209	250	974	1170	1132	484	471
100847085	0	0	0	0	0	0	0	0	0
25816	133	130	190	197	609	698	777	275	294
102723444	0	0	0	0	10	6	6	0	0
3295	1270	1193	1219	1191	4072	4232	4309	2024	2081
107986444	0	1	0	0	0	0	1	0	0
340069	0	0	0	0	0	1	0	0	0
105379144	0	0	0	0	0	0	0	0	0
51334	0	0	1	1	0	0	0	7	0
105379147	0	0	0	0	0	0	0	0	0
102467226	0	0	0	0	0	0	0	0	0
105379150	0	0	0	0	0	0	0	0	0
105379149	0	0	0	0	0	0	0	0	0
94033	0	0	0	0	0	0	0	0	0
105379148	0	0	0	0	0	0	0	0	0
153443	163	126	70	76	538	678	655	509	495
4015	2	3	1	0	889	950	1018	3	5
107986445	0	2	0	0	0	0	1	0	0
133923	0	0	0	1	2	3	1	1	1
100505841	0	0	0	0	1	0	1	1	1
9627	3	3	0	0	334	296	313	3	4
153163	0	0	0	0	18	19	16	0	1
107986446	0	1	0	0	0	2	4	0	0
105379151	0	0	0	0	0	1	0	0	0
101927357	0	0	0	0	0	0	0	0	0
101927379	0	0	0	0	0	1	0	0	0
6643	576	505	376	348	2461	3018	2801	1420	1404
105379154	4	2	5	0	10	10	6	2	4
28966	271	241	321	299	515	535	448	351	389
5480	93	99	147	106	278	290	273	146	160
107986447	4	2	2	1	0	3	1	1	2
105379152	0	0	0	0	10	11	11	0	0
93166	0	0	3	0	18	24	17	0	0
153241	239	219	248	242	633	777	742	452	479
1456	369	304	255	283	1548	1914	1898	850	918
103724389	0	0	0	0	0	0	0	0	0
101927397	0	0	0	0	0	0	0	0	0
107986448	0	0	0	0	0	0	0	0	0
105379155	0	0	0	0	0	0	0	0	0
57507	1	1	1	2	94	119	130	1	1
105379156	0	0	0	0	0	0	0	0	0
105379157	0	0	0	1	0	0	0	0	0
107986391	0	0	0	0	0	0	1	0	0
105379158	0	0	0	0	0	0	0	0	0
101927421	0	0	0	0	0	0	0	0	0
101927460	0	0	0	0	0	0	0	0	0
102546228	0	0	0	0	0	0	0	0	0
101927488	0	0	0	0	0	0	0	0	0
65983	554	523	636	619	649	742	677	379	479
101927514	0	0	1	0	0	0	0	3	1
501	1330	1389	1489	1525	5639	5821	6129	1974	2045
51808	935	896	505	433	1169	1172	1223	1722	1797
389320	2	0	0	0	0	0	0	0	2
105379162	0	0	0	0	0	0	0	0	0
102723557	3	1	0	0	0	0	0	2	7
4001	4075	3890	2072	1942	5735	5652	6246	4661	5132
115123	26	19	17	17	34	44	26	6	11
105379163	0	0	0	0	13	12	16	0	0
401207	0	0	0	0	190	209	193	0	0
105379198	0	0	0	0	10	7	14	1	3
84466	0	0	0	0	6	4	7	1	4
105379199	0	0	0	0	0	0	0	0	0
133619	873	748	744	732	1842	2039	2116	1404	1584
613212	0	0	0	0	2	1	0	0	0
105379164	0	0	0	0	0	0	0	0	0
728586	4	1	2	4	13	13	16	7	4
644873	242	249	289	247	661	636	753	340	370
101929964	7	0	0	2	6	3	6	0	2
6558	554	537	378	369	1227	1321	1550	985	1009
2201	1	2	3	1	1	0	3	4	6
105379167	0	0	0	0	0	0	0	0	0
105379168	0	0	0	0	0	2	0	0	0
28965	0	0	0	0	0	0	1	0	0
102723638	0	0	0	0	0	0	0	0	1
51015	584	554	437	397	1382	1499	1504	777	823
100616175	0	0	0	0	0	0	1	0	0
102723654	0	0	0	0	6	1	2	1	3
107986367	0	0	0	0	0	0	0	0	0
105379169	0	0	0	0	3	2	3	0	0
100616325	0	0	0	0	0	0	0	0	0
103689846	0	0	0	0	0	0	0	0	0
171019	0	0	0	0	1	1	0	0	0
100127206	0	0	0	0	0	0	0	0	0
112267944	0	0	0	0	0	0	0	0	0
337876	1	0	0	0	26	36	27	0	0
105379170	0	0	0	0	0	0	0	0	0
105379171	0	0	0	0	0	1	0	0	0
107986449	0	0	0	0	0	1	4	1	0
105379172	0	0	0	0	0	0	0	0	0
3094	1803	1865	1889	1835	2581	2651	2900	2557	2876
90624	476	374	296	313	644	779	861	1017	1065
56990	1064	1028	845	844	1974	2240	2202	1297	1265
105379173	171	157	134	126	240	273	254	192	161
51735	378	314	185	218	873	982	1042	509	550
96459	233	207	188	208	607	658	702	402	325
728637	0	0	0	0	0	0	0	0	0
23305	0	0	0	0	0	0	0	0	0
101927693	0	0	0	0	0	0	0	0	0
105379174	0	0	0	0	0	0	0	0	0
3562	0	0	0	0	0	0	0	0	0
1437	1	3	1	1	0	2	0	3	2
100861518	17	18	19	17	22	31	28	26	29
8974	487	541	652	493	679	647	717	550	662
102465498	0	0	1	1	0	0	0	1	0
8572	14	11	22	16	9	8	10	9	6
6583	64	73	64	52	38	52	51	84	84
553103	41	51	68	59	74	74	63	38	34
100500865	10	7	14	12	8	9	8	3	4
6584	212	235	222	191	489	496	501	226	265
441108	20	11	13	10	62	60	60	11	15
102723741	2	0	2	2	27	29	18	2	0
3659	313	339	408	361	2145	2019	2091	271	307
3567	0	0	0	0	0	0	0	0	0
10111	607	483	319	368	2167	2555	2680	2097	2251
101927761	25	25	12	23	132	155	158	121	112
3596	0	0	0	0	0	0	0	0	1
3565	0	0	0	0	0	0	0	1	0
105379176	3	0	0	0	0	0	0	0	0
11127	254	238	190	192	612	758	764	517	482
645121	3	3	7	6	17	6	15	2	2
23176	1103	1030	1186	1133	1370	1277	1367	938	987
134548	0	2	1	2	18	8	9	1	1
134549	270	306	287	242	167	144	163	271	270
2661	404	449	346	316	782	773	799	1107	1153
27089	1016	1021	914	860	1106	1165	1191	1656	1819
116842	11	6	2	5	15	9	14	9	5
27125	1655	1518	1585	1529	2006	2236	2599	2257	2489
54819	238	178	149	129	388	439	422	500	480
3308	4814	4472	2952	2909	10960	12245	12378	8183	8947
105379178	0	0	0	0	0	0	0	0	0
23105	0	0	0	0	3	3	5	0	0
105379181	0	0	0	0	1	3	2	0	0
105379180	0	0	0	0	0	3	0	0	0
100302134	0	0	0	0	0	0	0	0	0
105379179	0	0	0	0	0	0	0	0	0
105664404	0	0	0	0	0	0	0	0	0
105379182	0	0	0	0	0	0	0	0	0
56951	953	922	893	777	2065	2155	2291	1333	1470
105379183	1	1	0	0	2	3	0	1	0
7416	5557	5167	4280	4027	9332	9606	9781	6988	7534
105379185	0	0	1	0	0	0	1	1	0
101060024	2	0	1	0	0	0	0	0	0
6932	209	222	251	247	94	101	112	216	195
6500	1818	1603	1304	1257	6153	7058	6715	3157	3456
5515	2823	2555	1703	1646	5111	5576	5552	4864	5269
100500905	310	275	166	173	842	796	845	709	740
51265	41	58	43	48	241	278	255	69	66
7320	285	244	249	233	1209	1355	1210	403	416
91368	784	827	665	599	2327	2370	2403	977	1042
102546229	0	0	0	0	25	30	21	0	0
107986450	0	0	0	0	1	1	3	0	0
101927934	4	0	17	8	299	299	324	0	0
23338	933	1036	1128	1083	6329	5695	6155	813	853
107986451	2	3	6	6	11	10	13	0	6
51128	573	518	399	399	1032	1182	1217	957	1091
10802	722	719	838	818	802	884	937	1363	1419
819	301	233	461	380	964	1178	1121	413	491
9879	1928	1717	1013	1095	3824	4142	4241	3726	3877
134553	871	764	743	681	1802	1854	1904	1429	1436
79770	364	384	397	378	367	325	347	465	570
84105	152	174	119	122	83	104	93	239	214
347732	5	5	8	7	10	18	6	6	8
107986452	14	21	8	8	16	12	20	7	4
5307	487	606	659	551	1099	1073	1121	401	437
100996485	435	424	323	278	908	867	915	573	588
101927953	0	0	0	0	11	8	7	0	0
105379188	0	1	0	0	0	1	0	0	0
340073	0	0	0	0	0	1	0	0	0
9555	4157	4127	3282	3099	6096	5736	6271	4489	4604
140947	0	0	0	0	0	0	0	0	0
497189	0	0	0	0	0	0	1	0	0
4762	0	0	0	0	0	1	2	0	0
9547	1	1	1	0	1	0	0	0	0
153328	1	1	0	1	1	1	1	0	0
340074	0	0	0	0	0	0	0	0	0
100847082	0	0	0	0	0	0	0	0	0
107986453	0	0	0	0	0	0	0	0	0
3578	0	0	0	0	0	0	0	0	0
26223	0	0	0	0	0	1	0	0	0
3950	0	0	0	0	0	1	0	0	0
105379189	0	0	0	0	689	594	688	0	0
7045	42	33	33	24	13307	12556	13411	72	81
100126299	0	0	0	0	0	0	1	0	0
9597	0	0	1	1	1	1	1	3	2
4090	1002	843	795	772	2095	2573	2577	1795	1755
389332	0	0	0	0	0	4	1	0	0
57113	0	0	0	0	0	1	0	0	0
106478968	0	0	0	0	0	0	0	0	0
105379191	0	0	0	0	0	0	0	0	0
6695	7	2	10	14	46	51	46	10	18
105379192	0	0	0	0	0	0	0	0	0
26249	0	0	0	0	9	16	19	0	0
100126343	0	0	0	0	0	0	0	0	0
10949	3156	3070	2232	1984	7267	7083	7486	4424	4660
107986369	0	0	0	0	0	1	0	0	0
4888	0	0	0	0	1	1	1	0	0
107986368	0	0	0	0	4	1	2	0	0
101928005	0	1	0	0	1	0	3	0	0
9499	0	0	0	0	6	3	7	0	0
27039	36	28	13	12	60	88	80	72	78
51306	490	407	169	184	652	810	890	869	910
100130172	28	25	10	12	40	39	34	39	41
7478	0	0	0	0	0	0	0	0	0
8382	0	0	0	0	0	0	1	0	0
10902	660	671	856	770	1579	1533	1685	689	815
10112	2167	2113	1891	1807	3903	3631	3915	2441	2503
8697	1037	962	800	743	1726	1895	1836	1327	1398
2676	0	0	1	0	1	0	0	1	0
995	276	251	256	264	526	498	474	270	275
100128966	5	2	6	14	12	12	20	3	1
51307	923	927	844	727	1556	1494	1617	1056	1078
51780	1571	1471	1647	1549	3225	3045	3508	1671	1698
51308	21	19	52	36	37	49	70	9	13
1958	215	178	342	311	318	309	324	318	303
2107	3990	3741	2183	2222	6120	6339	6256	6930	7237
3313	6870	6729	5382	5240	14506	15620	15518	10971	11609
109617013	4	4	5	2	5	20	24	2	3
26785	6	4	3	1	5	8	6	4	1
105379193	409	407	303	291	1268	1112	1200	814	861
105379194	2	1	1	2	4	4	5	2	2
1495	6354	5830	6505	6111	14931	14247	15305	7610	7562
26045	2	2	1	1	1	0	0	1	0
64374	364	351	554	454	417	355	438	373	530
105379195	3	3	0	1	0	0	0	0	0
9782	3502	3113	1885	1983	9953	11403	11319	7699	8378
724102	137	140	147	108	317	340	379	56	54
109616975	0	0	0	1	0	0	0	1	0
26821	1	1	1	1	1	1	1	0	1
51247	1014	928	910	896	3239	3555	3631	1670	1882
9963	6	4	9	1	4	10	17	0	2
51237	0	1	0	0	1	4	1	0	1
389333	215	241	125	124	61	62	57	166	141
202051	92	101	80	96	86	77	107	73	78
202052	113	76	153	133	306	368	346	112	98
641700	0	0	0	0	0	1	1	2	0
111064649	0	0	0	0	0	0	0	0	0
340061	98	119	257	234	1029	910	985	74	79
7322	1479	1387	1236	1186	3436	3602	3652	1813	2056
51523	704	696	961	839	1195	1046	1095	424	436
111082989	1	10	3	8	10	13	10	2	0
84249	1	0	1	0	3	0	1	0	0
101929696	0	0	0	0	0	0	0	0	0
9542	3	6	33	29	0	7	6	10	19
100505636	19	26	36	38	40	36	53	36	27
5813	466	452	383	451	712	787	740	786	798
492311	14	15	40	60	58	64	86	24	26
101929719	2	1	4	0	0	0	1	0	0
84418	269	267	524	458	1004	948	936	316	323
5201	1002	1117	842	765	1337	1327	1445	1668	1816
1839	103	77	170	160	69	87	90	149	145
83697	0	2	2	1	9	7	9	2	0
404734	661	589	798	738	1754	1786	1995	991	1026
54882	661	597	794	744	1769	1795	2020	999	1028
8637	14	9	18	16	20	25	23	10	20
10011	746	693	546	472	830	859	833	853	985
10307	78	93	97	97	371	357	359	72	73
102465499	0	1	0	0	0	0	1	0	0
113829	2179	2291	1400	1253	1669	1698	1681	2730	2822
112267855	6	10	0	3	3	3	1	6	4
55374	559	543	523	495	1447	1337	1422	625	691
929	7	1	7	6	19	13	14	1	2
4695	382	368	333	317	520	525	544	513	532
3550	1449	1365	1162	1145	2335	2267	2382	2507	2525
100500820	114	130	108	113	293	261	291	325	332
54853	1332	1268	1111	1038	759	749	904	1291	1252
373863	220	260	238	227	144	154	151	236	198
3035	2589	2544	2012	1965	1679	1706	1799	3288	3420
23438	461	502	567	551	1276	1277	1384	669	783
153527	538	561	361	333	1943	2032	2031	906	1016
56664	0	0	0	0	0	0	0	1	0
105378198	0	0	0	0	0	1	0	1	0
56663	6	5	1	2	0	0	0	7	8
56662	0	0	0	0	0	0	0	0	0
56147	0	0	0	0	0	0	0	0	1
56146	0	1	0	0	0	0	0	0	0
56145	0	0	1	0	0	0	0	0	1
56144	11	12	7	3	0	3	1	7	9
56143	0	0	0	0	0	0	0	0	0
56142	0	0	0	1	0	0	1	0	0
56141	0	1	2	0	1	0	0	0	0
56140	0	0	0	0	0	1	0	0	0
9752	0	1	1	0	0	0	0	2	0
56139	0	0	0	1	1	2	0	0	0
56138	0	0	0	0	0	0	0	0	0
112267934	0	0	0	0	0	0	0	0	0
56137	0	0	0	0	0	0	0	0	0
56136	0	0	0	2	0	1	0	0	0
56135	0	0	0	0	0	0	0	0	0
56134	0	0	0	0	0	0	0	0	0
56119	0	0	0	0	0	0	0	0	0
