GeneID	GSM6311037	GSM6311038	GSM6311039	GSM6311040
107987364	0	0	0	0
105379523	0	0	0	0
107987365	0	0	0	0
107987366	0	0	0	0
102724562	3	1	6	3
105379524	2	2	1	9
107987367	0	0	0	0
440570	0	0	0	0
107987368	0	0	0	0
642273	352	337	530	541
105373324	0	0	0	0
26751	18	17	28	22
52	1924	1790	1359	1334
285016	2	0	1	5
101927262	0	0	2	1
105373346	1	0	4	0
105373350	2	5	3	1
105373351	0	0	0	0
727944	0	0	0	0
100996637	0	0	0	0
101927362	0	0	0	0
105373352	0	0	0	0
129787	522	469	389	358
105373354	25	31	26	25
105373479	0	0	0	0
105373358	0	0	0	0
105373480	3	6	10	11
105373392	0	0	0	0
339822	0	0	0	0
101060385	0	0	0	0
105373481	0	0	0	0
101060391	0	0	0	0
54221	0	0	0	0
105373359	0	0	0	0
7173	0	5	0	1
102723730	0	0	0	0
7837	7	4	5	3
23040	0	0	0	0
107985838	0	0	0	0
730811	0	0	0	0
105373389	0	0	0	0
107985839	0	0	1	0
105373390	0	0	0	0
101927554	0	0	0	0
107985840	6	7	6	4
7260	634	592	592	560
51112	1254	1379	1068	1092
55256	4424	4124	3107	2811
246243	2242	2104	1784	1514
100506054	279	277	294	288
6201	11095	10647	8518	8260
78989	1	1	1	1
55821	0	0	2	0
105373393	0	0	0	0
728597	0	0	0	0
100505964	0	0	0	0
105373394	0	0	0	0
105373395	0	0	0	0
105373397	0	0	0	0
107985841	0	0	0	0
727982	0	0	0	0
105373398	0	0	0	0
105373399	0	0	0	0
107985842	0	0	0	0
107985843	0	0	0	0
102723818	0	0	0	0
6664	0	0	0	0
112268411	0	0	0	0
105373400	0	0	0	0
150622	0	0	0	0
102465693	0	0	0	0
400940	0	0	0	0
105373401	0	0	0	0
101929390	0	0	0	0
105373402	0	0	0	0
107985844	0	0	0	0
107985845	0	0	0	0
102800315	0	0	0	0
102800314	0	0	0	0
102466235	0	0	0	0
400941	0	0	0	0
105373404	0	0	0	0
104326052	0	0	0	0
129607	0	0	0	0
91543	1	1	3	3
386597	0	0	0	0
9781	0	0	0	0
101929452	0	0	0	0
107985847	0	0	0	0
105373406	0	0	0	0
100506274	0	0	0	0
105373407	0	0	0	0
101929510	0	0	0	0
107985848	0	0	0	0
101929531	0	0	0	0
105373408	0	0	0	0
101929861	0	0	0	0
105373409	0	0	0	0
101929551	0	0	0	0
339788	0	0	0	0
339789	0	0	0	0
101929567	0	0	0	0
105373411	0	0	0	0
100506299	1	5	5	8
3398	7	4	9	13
107985849	0	0	0	0
57498	768	700	501	487
129642	856	730	834	837
105373414	41	38	35	39
105373416	0	0	0	0
105373415	0	0	0	0
105373417	0	0	0	0
100506317	1	5	1	2
8853	1390	1330	1472	1376
107985851	7	6	1	1
9270	1677	1521	1157	1138
51692	1421	1251	1071	1134
285148	246	224	273	274
6868	854	838	1052	980
107985850	1	0	0	1
101929643	1	0	2	2
10971	8667	8016	5658	5112
105373418	0	0	4	0
105373419	0	0	0	0
100996549	0	0	0	0
105373421	0	0	1	0
9014	178	173	122	119
105373422	3	3	1	5
29841	171	147	158	148
107985852	0	0	0	0
112268412	7	4	9	8
101929882	4	2	2	6
8462	229	219	138	164
192668	4	8	11	9
6241	7664	7063	3528	3412
100422929	0	2	3	1
105373424	58	40	61	70
101929691	3	6	1	4
3241	1067	1145	1257	1116
4953	4289	4209	2498	2220
100302743	1	1	2	2
101929715	0	2	1	2
105373426	1	3	4	3
79954	1203	1096	798	749
106479524	25	25	7	12
245973	887	854	752	667
105373428	9	12	25	20
10130	3713	3605	3452	3187
101929733	0	0	0	0
3754	0	0	0	0
285150	1	0	1	0
130813	2	1	0	3
130814	253	250	285	312
9475	292	238	194	168
100874055	0	0	0	0
105373429	0	0	0	2
1876	369	344	278	269
9687	12	19	86	77
100616469	0	0	0	0
23620	0	0	0	0
23175	958	919	642	554
100506405	0	0	0	0
101929752	0	0	0	0
100422862	0	0	0	0
105373430	0	0	0	0
100422996	0	0	0	0
100506457	4	0	4	1
105373433	0	0	0	0
105373432	0	0	0	0
100500884	0	0	0	0
105373431	0	0	0	0
107985853	0	0	0	0
28951	39	39	67	97
100422986	0	0	0	0
100506474	0	0	0	0
105373436	0	0	0	0
105373484	0	0	1	0
105373437	0	0	0	0
105373485	0	0	0	1
105373438	0	0	0	0
107985854	0	0	0	0
100499171	0	0	0	0
151354	0	0	0	0
51594	343	331	437	398
105373440	0	0	0	0
1653	1414	1408	722	703
101926966	0	0	0	0
103752554	0	0	0	0
10408	0	0	0	0
4613	0	0	0	0
104797537	0	0	0	0
105373443	0	0	0	0
107985855	0	0	0	0
105373444	0	0	0	0
81553	0	0	0	0
107985806	0	0	0	0
105373447	0	0	0	0
105373448	0	2	0	0
729475	2	2	3	4
7447	8	8	18	22
79677	245	210	144	186
348654	346	286	112	110
105373449	3	1	1	3
343930	0	0	0	0
112267888	0	0	0	0
3790	0	0	0	0
105373451	0	0	0	0
105373454	0	0	0	0
100526794	51	39	35	44
57665	71	54	51	59
105373456	15	14	12	15
93034	3	2	1	0
400945	0	3	1	0
105373455	2	1	0	1
100616307	0	0	0	0
130497	1	0	0	0
101928196	0	0	0	0
105373458	0	0	0	0
105373460	0	0	0	0
105373459	0	1	0	0
105373461	0	0	0	0
400946	1	1	0	0
130502	57	37	42	46
57539	16	15	8	10
101928222	0	0	0	0
4148	0	0	0	0
9741	681	664	759	722
105373463	0	3	0	0
107985807	0	0	0	0
6382	4575	4763	3416	2987
23369	932	825	915	942
105373465	0	0	0	0
388	739	717	327	265
107985856	0	0	0	0
102724948	0	0	0	0
64342	199	220	292	270
100874343	6	5	1	2
105373466	1	0	0	0
151449	0	1	0	0
60526	118	113	80	73
101928271	0	0	0	0
338	0	0	0	0
100129278	0	0	0	0
105374317	0	0	0	0
105374318	0	0	0	0
100507562	0	0	0	0
107984020	0	0	0	0
101929230	1	0	0	0
645949	0	0	0	0
105374320	0	0	0	0
105374322	0	0	0	0
102723362	0	0	0	0
107985857	0	0	0	0
101929251	0	0	0	0
107985792	0	0	1	0
107985859	0	0	0	0
107985858	0	0	0	0
102723389	0	0	0	0
105374323	0	0	1	1
114818	265	252	354	324
105374325	0	0	0	0
102723401	0	0	1	0
54454	232	217	181	191
165324	576	464	312	322
388931	12	10	18	11
80304	387	346	271	300
2281	153	126	102	112
51639	1500	1300	1320	1262
375190	24	13	14	12
9540	106	82	75	63
375189	0	0	0	1
105374328	0	0	0	0
653140	0	0	1	0
50618	427	391	434	505
105374329	0	0	0	0
8648	374	357	343	317
391356	254	255	191	190
105369164	3	2	2	4
79172	1247	1296	941	862
109	1990	2055	2026	1865
105377626	7	3	9	12
51277	74	75	81	92
729723	1	0	1	3
22979	2	4	7	10
5443	1	0	0	0
106144568	0	0	0	0
1788	170	137	272	233
100302246	0	0	0	0
1838	233	233	356	323
101929272	12	10	26	25
105374332	1	0	0	0
55252	1092	1077	1240	1231
3797	402	385	756	672
10890	1990	1893	1703	1658
105374333	6	7	0	0
150946	113	104	211	195
3030	2047	2047	1994	1880
3032	1056	1009	1174	1228
105374334	10	8	16	7
165082	43	44	28	25
85465	1014	847	813	789
92749	0	0	2	0
9381	0	0	0	1
339778	9	10	14	21
130106	0	0	0	0
3777	7	7	15	12
54978	1265	1338	897	733
1058	557	530	595	586
56896	0	1	0	0
22924	131	124	318	279
100129724	0	1	1	1
54867	1352	1492	1406	1267
100874031	0	0	0	2
100189022	0	0	0	0
60509	798	771	967	895
100128731	1150	1157	1026	939
11117	26	19	26	12
3795	221	253	313	283
10669	36	34	45	45
84696	79	88	81	74
10113	929	943	894	786
339779	0	0	0	0
150921	0	0	0	0
8884	1382	1422	955	861
51374	1014	1034	1191	1142
790	4476	4471	3697	3279
7781	0	0	0	0
285126	0	0	0	0
57159	3	0	1	2
7349	55	42	75	54
4358	1202	1173	1058	1127
2976	1454	1505	1211	1097
100505624	208	181	151	143
105374363	88	102	139	117
8890	549	578	567	472
9784	2160	2177	2032	1631
130557	356	456	383	300
5496	6414	6415	6055	5407
2498	4	8	1	3
29959	2134	2229	1046	951
200634	16	9	7	5
26160	0	1	6	3
64838	0	0	0	0
2646	0	0	0	0
84226	27	26	25	27
84450	547	596	679	638
79635	31	27	16	33
11321	1113	1097	834	772
9913	604	625	644	599
22950	631	605	479	485
100129995	0	0	0	0
105374378	0	0	0	0
9553	905	896	581	596
64080	43	35	48	55
9577	532	523	662	621
100302650	30	29	28	37
105374369	1	3	3	1
100422965	0	0	0	0
100505736	0	0	0	0
100505716	1	2	2	3
105374381	0	0	0	0
105374382	2	2	2	1
105374383	0	0	0	0
403150	0	1	1	0
2355	2150	2145	1740	1565
102723530	0	0	0	0
151056	11	11	46	40
105374384	2	3	1	8
100505774	0	0	1	2
112267877	41	32	17	27
5500	2255	1971	1212	1280
245711	35	32	29	24
55006	219	212	195	172
23160	1858	1728	854	977
692209	1	1	0	0
26796	1	1	1	1
109617012	1	5	2	2
165186	2	5	6	2
388939	0	0	0	0
105374386	0	0	0	0
79745	763	752	896	846
238	0	0	7	5
101929386	0	0	0	0
105374389	0	0	0	0
101929418	0	2	1	1
51646	244	212	547	555
105374414	0	0	0	0
109616960	0	0	0	0
81606	0	0	9	12
102723594	0	0	0	0
285043	0	0	0	0
253558	357	320	276	287
92291	0	0	3	0
105374435	0	0	0	0
79623	593	605	775	684
107985861	0	0	0	0
440854	0	0	0	1
30845	3	1	6	6
7498	98	83	147	146
6716	0	0	0	1
107985862	0	0	0	0
107985863	0	0	0	1
105374449	0	0	0	0
51072	688	602	419	386
84661	535	476	444	364
6683	441	387	307	292
55676	795	695	498	486
58484	6	2	1	1
84272	537	431	396	370
57448	1767	1644	1277	1426
693143	0	0	0	0
103752586	0	2	1	0
55622	542	530	359	349
100616219	0	0	0	0
285045	0	0	0	0
105374453	0	0	0	0
4052	13	6	17	27
100616136	0	0	0	0
25780	3	1	0	0
105374454	0	2	1	0
25940	1010	965	697	680
105374455	0	0	1	0
107985864	0	0	0	0
104355287	0	0	0	0
151325	0	0	0	0
105374456	0	0	0	0
106144585	0	0	0	0
105374457	0	0	0	0
105374459	0	0	0	0
104355288	0	0	0	0
107985865	0	0	0	0
105374458	0	0	0	0
105374461	0	0	0	0
107985808	0	0	0	0
100616475	0	0	0	0
107985866	0	0	0	0
100288911	65	64	59	69
51232	4825	4706	4942	4602
9637	535	475	448	412
5212	0	0	0	0
6801	943	880	722	800
54497	478	446	585	562
253635	289	278	214	202
5610	1682	1527	1252	1211
391365	0	0	0	0
100505876	600	607	381	399
10153	773	691	370	410
55471	422	355	378	378
23683	359	304	311	351
101929542	0	0	3	2
25797	0	0	0	0
107985868	0	0	0	0
105374464	1	2	1	3
10602	1441	1376	1124	1085
107985870	2	3	3	1
105374465	0	0	0	0
107985869	0	0	0	1
101929559	0	0	0	0
151393	43	36	29	21
101410544	1	1	1	0
107985872	0	0	0	0
1545	68	63	54	57
105374466	0	0	0	0
285154	0	0	1	0
107985871	2	0	0	0
102723739	0	0	0	0
105374467	0	0	0	0
64225	849	734	715	722
105374468	0	0	0	0
100996902	0	0	0	0
101929596	0	0	0	0
92906	478	419	479	433
130589	0	0	1	1
6432	2818	2579	1305	1191
79833	553	555	417	359
90957	372	388	280	271
105374470	3	0	0	0
729967	147	72	81	71
100271715	0	1	0	1
105374471	0	0	0	0
375196	0	0	0	0
6654	327	329	384	389
344387	0	0	0	0
8491	445	401	364	301
728730	42	43	84	76
130733	10	5	10	14
80745	196	160	114	133
112268436	0	0	0	0
100128590	1	0	0	0
6546	2	2	5	3
101929667	0	0	0	0
105374473	0	0	0	0
105374475	0	0	0	0
105374497	0	0	0	0
105374491	0	0	0	0
101929700	0	0	0	0
105374506	0	0	0	0
388942	0	0	0	0
101929723	0	0	0	0
400950	0	0	0	1
105374517	0	0	1	1
91461	0	0	0	0
105374531	0	0	0	0
102723824	0	0	0	0
27436	1131	950	853	872
107985874	0	1	1	1
107985873	41	28	31	26
9167	1010	894	880	770
105374537	0	0	0	0
170850	0	0	3	1
57504	470	440	528	522
105374555	0	0	0	0
165140	0	0	1	1
23498	1	0	2	1
107985875	2	0	1	1
100189265	0	0	0	0
105374567	0	0	0	0
105374568	0	0	0	0
112268413	0	0	0	0
102723854	0	0	0	0
107985876	0	0	0	0
100506047	0	0	0	0
105374570	0	0	0	2
678	1038	972	1140	1040
100129726	1	0	3	1
63892	872	793	542	554
107985877	17	22	16	11
130271	2	5	4	3
728819	0	0	0	0
51626	48	51	69	81
105374571	1	1	7	4
64240	0	1	2	0
64241	0	0	0	0
102725159	0	0	0	0
10128	2633	2454	1787	1912
102723904	26	36	40	27
5495	466	405	437	459
6519	86	78	104	104
9581	333	296	378	396
79823	101	88	77	88
107985878	3	2	6	2
105374573	0	0	0	0
107985879	0	0	0	0
100506108	0	0	0	0
6496	0	0	0	0
10736	1	0	0	0
107985809	0	0	0	0
400952	0	0	0	0
105374576	0	0	0	0
105374577	0	0	0	0
55133	209	247	141	171
102724965	20	16	32	25
5581	185	214	266	229
105374580	0	0	0	0
101926974	0	0	0	0
105374581	0	0	0	0
2034	644	641	1806	1587
105374582	0	0	0	0
101805491	0	0	0	0
388946	0	0	0	0
90423	142	131	145	132
23433	242	237	292	278
100506142	3	1	6	11
5281	158	158	167	143
9419	214	232	184	168
105374584	1	5	7	8
9655	293	269	276	245
388948	0	0	1	3
100134259	11	18	6	4
107985880	0	1	0	0
90411	1852	1729	2354	2212
57217	1702	1649	1755	1599
285051	1	0	0	1
805	5207	4727	3204	3153
101927043	1	0	2	2
105374588	1	0	1	2
107985882	0	0	0	0
618	156	148	18	11
4072	2983	2773	2180	2075
693144	0	0	0	0
4436	896	844	508	487
56660	6	14	7	3
644093	2	0	0	0
440864	0	0	0	1
105374589	0	0	0	0
2956	2114	2045	1363	1296
80204	427	386	446	420
100506235	1	3	5	5
105374590	0	0	0	0
105374592	0	0	0	0
105374591	0	0	0	0
105374593	0	0	0	0
102724008	1	0	0	0
3344	425	313	266	266
129285	262	229	225	215
286749	0	1	4	4
11037	6	1	16	8
11036	0	0	0	0
3973	0	0	0	0
105374594	0	0	0	0
2492	0	0	0	0
102465854	0	0	0	0
107985810	0	0	0	0
105374595	0	0	0	0
9378	0	0	0	0
101927089	0	0	0	0
103504737	0	0	0	0
730100	0	0	0	0
105377627	0	0	0	0
105374597	0	0	0	0
107985766	0	0	0	0
105374596	0	0	0	0
105374598	0	0	0	0
107985883	0	0	0	0
100616431	0	0	0	0
105369165	0	0	1	1
105374600	0	0	0	0
105374601	0	0	2	0
51130	113	113	125	121
100302652	114	107	121	120
494143	231	211	96	69
27248	647	591	749	706
112268415	50	37	34	40
100500850	3	0	1	1
10936	51	59	25	16
23198	1589	1489	1382	1316
98	45	47	78	95
105374615	0	0	2	3
388951	0	0	0	0
105374610	0	1	0	0
129852	0	0	0	0
102724072	0	0	0	0
6711	9012	9052	7781	7371
105374640	8	7	4	3
56969	0	0	0	0
105374653	0	0	0	0
400954	622	561	553	499
105374667	0	0	0	0
57142	3436	3312	2683	2507
105374662	0	1	0	0
105374674	1	0	0	0
130162	60	38	45	41
6233	6154	5426	4246	4017
4528	933	791	584	610
344405	2	0	0	0
55704	255	179	120	129
112942	238	234	247	230
57223	1041	797	726	789
107985885	5	6	6	6
87178	1097	986	606	605
107985811	0	0	0	0
112268416	0	0	0	0
2202	0	0	1	0
105374690	0	1	0	0
104355290	0	0	0	0
406999	0	0	0	0
406998	0	0	0	0
100126319	0	0	0	0
101927165	0	0	0	0
100129434	0	0	2	1
107985795	0	0	0	0
114800	0	0	0	0
101927213	0	0	0	0
107985886	0	0	0	0
105377632	0	0	0	0
101927235	0	0	0	0
105374697	0	0	0	0
105377628	0	0	0	0
7444	516	450	283	291
105374726	0	0	0	0
107984043	16	25	12	18
55120	294	260	162	201
105374744	0	0	0	0
400955	0	0	0	0
101927285	0	0	0	0
105374754	0	0	0	0
106660609	0	0	0	0
100616473	0	0	0	0
102724142	0	0	0	0
53335	9	4	12	9
64895	255	212	238	228
400957	0	0	0	0
5966	297	229	233	266
150962	92	64	66	93
5194	302	253	345	344
84542	120	100	80	100
105374759	0	0	0	2
339803	142	109	147	130
339804	173	154	129	124
105374758	1	2	1	1
130872	468	441	517	531
9736	1274	1121	752	854
100124537	0	0	0	0
105377633	3	4	3	1
7514	4340	3672	3028	3026
107985767	5	4	1	4
105374760	0	0	0	0
84140	130	107	126	106
10575	5558	4934	3978	3633
150684	1014	997	830	746
107985768	0	0	0	0
10678	348	334	368	327
100847087	0	0	0	0
105374761	1	0	0	0
105374764	7	3	3	5
200728	32	37	19	22
23301	552	508	505	521
100132215	42	49	25	32
5013	91	95	68	67
100169989	1	0	0	0
51057	67	111	59	63
107985769	0	0	1	0
4190	1872	1657	1673	1628
7360	923	722	538	571
51542	430	332	321	331
57162	383	332	282	264
150992	0	0	0	0
100507006	0	0	0	0
105374768	0	0	0	0
105374769	0	0	0	0
102465833	0	0	0	0
100616265	0	0	0	0
105374771	23	19	20	23
29094	207	178	192	257
105374774	0	0	0	0
105374773	7	3	4	7
101927402	2	1	3	0
54812	543	407	438	401
100616419	0	0	0	0
105374772	5	0	1	1
339807	0	0	0	0
9792	969	883	1048	993
105374775	6	6	2	5
105374777	0	0	1	0
105374776	0	0	0	0
101927438	0	0	0	0
400958	0	0	0	0
107985888	0	0	0	0
107984063	30	19	37	40
6509	330	296	688	607
102724233	1	0	2	0
23177	183	208	287	281
5861	1445	1314	973	920
10097	4104	3474	3014	3104
200734	911	957	811	630
105374780	0	0	1	0
105374781	3	0	2	1
107985889	0	0	0	0
105369167	0	0	0	0
101927533	0	0	0	0
105369168	0	0	0	0
107985890	0	0	0	0
107985812	0	0	0	0
100616464	0	0	0	0
729348	0	0	0	0
730198	3	2	1	3
4211	32	27	36	39
100873998	0	0	1	1
100507073	0	0	0	0
101927577	0	0	0	0
101060019	0	0	0	0
102724321	0	0	0	0
105374785	0	0	0	0
102800447	0	0	0	0
644838	0	0	0	0
101927661	0	0	0	0
54465	228	181	142	150
107985891	0	0	0	0
105374786	0	0	0	0
102724373	0	0	0	0
101927701	0	0	0	1
10438	242	217	134	136
105374789	1	0	1	2
116143	122	116	81	90
56902	905	887	422	344
5534	1112	1071	837	827
107985892	0	0	0	0
25927	0	0	0	0
102724389	0	0	0	0
101927723	0	0	0	0
5341	0	0	0	0
554251	26	33	53	43
200558	4	6	18	18
10887	0	0	0	0
9938	0	0	0	2
105374790	0	0	0	0
105374791	0	0	0	0
107985893	0	0	0	0
27302	0	0	0	0
105374792	0	0	0	0
107985894	0	0	0	0
200504	0	0	0	1
56287	0	0	0	0
84168	1116	962	1197	1200
100423030	0	0	0	0
2673	1110	1085	1326	1166
27247	309	291	255	201
22848	513	516	680	739
112268437	76	67	121	117
100124535	0	0	0	0
307	534	556	711	704
107985770	0	1	3	0
64395	609	575	619	630
11017	369	356	313	311
4084	163	136	270	314
151516	3	3	3	3
400960	31	17	25	28
5093	6132	5920	4465	3844
100133985	9	7	4	10
54980	109	114	93	71
7072	489	439	386	425
100189231	0	0	0	0
100302268	0	0	0	0
51449	931	790	923	750
6637	2259	2094	1368	1218
84908	2197	2090	1178	1120
7039	1589	1582	1219	1119
100874273	1	0	0	0
107985895	0	0	0	0
119	0	0	0	0
105374794	0	0	0	0
344018	0	0	0	0
165530	0	0	0	0
50489	0	0	0	0
104355141	0	0	0	0
25806	0	1	1	1
525	0	0	2	0
101927750	9	8	14	14
105374795	6	3	4	0
79998	308	289	239	193
113419	1663	1778	1345	1123
105374796	0	0	0	0
79315	2	2	1	0
55577	310	330	281	214
84693	46	42	45	49
10199	380	287	113	186
400961	33	27	64	38
105374797	0	0	0	0
27332	456	379	208	253
8291	0	0	0	0
107985896	0	0	0	0
105374798	0	1	0	0
56603	98	91	226	213
23233	468	415	396	433
6697	1447	1529	1199	1130
2016	0	1	1	4
94097	180	169	131	123
107985897	3	6	1	6
105374800	4	3	2	2
26056	751	804	1426	1272
344022	0	0	0	0
10322	938	911	755	675
84279	207	188	226	199
10574	10260	10322	8658	7528
150726	3	1	0	2
1961	1	1	0	2
105374802	0	0	0	0
105374803	0	0	0	0
105374804	0	0	0	0
7840	420	401	314	279
100874291	58	26	45	32
9027	0	0	0	0
200420	0	0	0	0
112268418	0	0	0	0
51471	0	0	0	0
51002	494	410	244	256
8446	416	295	355	374
388960	1	0	0	3
105374807	1	6	2	2
10617	790	720	878	761
112268419	70	72	88	81
72	0	0	1	0
1716	714	763	762	613
100874048	200	189	204	167
200424	1519	1490	1007	892
107985898	23	17	23	13
388962	383	357	280	236
100507171	12	4	35	36
55233	2593	2328	1721	1628
10797	3166	2880	4139	3916
57835	81	80	98	70
1639	3332	3437	3206	2668
100189589	12	13	10	14
388963	58	80	143	109
84058	510	523	758	640
6242	1147	1149	903	717
100532735	297	301	499	436
83444	151	147	181	159
23559	167	178	362	317
7841	1559	1633	2254	1902
116540	471	468	455	333
84865	241	202	173	162
64427	468	487	455	423
85474	37	50	67	66
151534	74	70	93	69
84759	219	220	210	203
3196	1	0	3	3
165545	10	3	18	26
550	1937	2193	1723	1457
27429	517	554	623	479
84695	61	61	71	58
1796	15	12	20	18
130951	0	0	0	1
10505	214	193	327	297
105374808	0	2	1	5
102724497	4	6	3	2
102724482	0	0	1	0
3099	2195	2094	2084	1968
102724515	3	4	4	2
105374809	275	316	186	140
101927861	9	5	10	7
56655	378	411	270	213
6869	4	3	0	0
100846995	0	0	0	0
105374811	1	3	11	4
105374812	2	1	3	1
107985900	0	0	0	1
105374810	0	0	0	0
84141	0	1	5	5
101927884	0	0	0	0
9801	1008	894	597	652
6936	536	541	406	408
105374813	2	6	4	4
105374814	0	0	0	0
80059	0	0	0	1
105374815	0	0	0	0
101927907	0	0	0	0
101927967	0	1	1	1
101927926	0	0	1	0
105374817	5	6	0	8
100170221	0	0	0	0
105374816	12	13	28	27
101927948	0	0	1	1
105374820	0	1	0	0
105374819	0	0	0	0
105374821	0	0	0	0
105374822	0	0	0	0
130120	0	0	0	0
5968	0	0	0	0
5967	0	0	0	0
5969	0	0	0	0
5068	0	0	0	0
107985902	0	0	0	0
105374823	0	0	0	0
101927987	0	0	0	0
1496	0	0	0	0
100422888	0	0	0	0
102465877	0	0	0	0
107985903	0	0	0	0
347730	0	0	0	0
107985904	0	0	0	0
105374824	0	0	0	0
105374827	0	0	0	0
100507201	0	0	0	0
102724542	42	37	44	29
105374828	0	0	0	0
105374829	0	1	0	0
105374831	0	0	0	0
1720	0	0	0	0
105374832	0	0	0	0
105374833	0	0	0	0
105374834	0	0	0	0
101928031	0	0	0	0
107985905	0	0	0	0
388965	0	0	1	0
8802	1115	1081	992	1017
1768	2	4	1	3
107985906	0	0	0	0
129293	0	1	1	0
105374837	0	0	0	0
105374836	23	13	13	14
9168	7615	7527	9120	8224
105374838	45	32	117	72
56888	1097	1078	1279	1092
100996478	0	0	0	0
83439	71	74	112	69
100874334	0	0	0	0
102724579	0	0	0	0
105374839	0	0	1	1
100996506	31	24	42	51
10618	3794	3526	2950	2689
54884	366	432	490	419
84173	183	183	223	219
822	422	447	770	739
105374841	29	30	41	37
284948	1	1	4	0
100630918	39	26	40	34
4144	5150	5117	2020	1892
2677	954	955	651	604
8673	895	868	827	776
10791	1	5	4	2
51255	553	566	622	550
129303	38	25	48	29
10713	1712	1774	1495	1371
388969	447	425	597	573
6439	0	0	0	0
105374842	0	0	1	1
10578	0	0	1	1
84913	0	0	0	1
102466516	0	0	0	0
284950	0	0	0	0
8869	54	53	115	137
101928113	0	0	1	0
112268420	0	0	3	0
105374843	0	0	0	0
25885	2658	2707	1760	1615
55037	1008	962	684	687
692225	9	9	5	4
10989	2546	2486	2315	2359
100616159	0	0	0	0
51318	1076	1084	709	616
65055	10	5	6	3
55818	193	229	441	439
100526767	680	652	549	503
51652	656	635	529	483
105374845	3	5	8	2
7844	209	145	271	239
64795	780	751	755	794
925	0	0	0	0
105374846	0	0	0	0
926	0	0	0	0
100286979	3	2	1	2
400966	4	4	1	3
5343	0	2	0	0
285074	146	161	203	193
107985772	0	0	0	0
102724642	56	38	43	35
100616370	0	0	0	0
107985771	1	1	1	1
105374847	0	0	0	0
107985908	2	0	2	3
105374848	3	5	9	1
105377635	0	0	0	0
101928173	8	4	12	5
112597	353	340	353	326
101928152	23	12	17	18
107985909	5	1	2	3
100616499	0	1	0	0
101928214	20	15	4	9
730268	225	229	278	250
5342	2	3	1	3
729857	2	3	1	3
105374851	0	0	0	0
105374852	9	7	15	7
51315	56	46	48	24
150572	0	1	1	0
100616447	0	0	0	0
2168	0	0	0	0
101928347	0	0	0	0
55258	0	0	0	0
344167	0	0	0	0
200523	0	0	0	1
101928371	32	28	45	37
9451	140	132	167	204
101928403	7	6	7	11
102724805	5	6	16	6
22934	500	426	390	387
105374853	0	0	0	0
645784	0	0	0	0
105374855	0	0	0	0
100616399	0	0	0	0
105374854	0	0	0	0
3514	0	0	0	0
28946	0	0	0	0
28947	0	0	0	0
28948	0	0	0	0
28949	0	0	0	0
28950	0	0	0	0
28908	0	0	0	0
28907	0	0	0	0
28905	0	0	0	0
28929	0	0	0	0
28299	0	0	0	0
28943	0	0	0	0
28915	0	0	0	0
28942	0	0	0	0
28941	0	0	0	0
28928	0	0	0	0
28914	0	0	0	0
28940	0	0	0	0
28939	0	0	0	0
28927	0	0	0	0
28913	0	0	0	0
28938	0	0	0	0
28937	0	0	0	0
28926	0	0	0	0
28925	0	0	0	0
28912	0	0	0	0
28906	0	0	0	0
28936	0	0	0	0
28924	0	0	0	0
28923	0	0	0	0
28911	0	0	0	0
28922	0	0	0	0
28935	0	0	0	0
28921	0	0	0	0
28920	0	0	0	0
107985910	0	0	0	0
28919	0	0	0	0
28910	0	0	0	0
28934	0	0	0	0
28933	0	0	0	0
28909	0	0	0	0
28932	0	0	0	0
28918	0	0	0	0
28931	0	0	0	0
28917	0	0	0	0
28930	0	0	0	0
28916	0	0	0	0
107985911	0	0	0	0
101927050	0	0	0	0
105374862	0	0	0	0
28878	0	0	0	0
28893	0	0	0	0
28879	0	0	0	0
28894	0	0	0	0
28880	0	0	0	0
28895	0	0	0	0
28871	0	0	0	0
28896	0	0	0	0
28897	0	0	0	0
28872	0	0	0	0
28881	0	0	0	0
28882	0	0	0	0
28883	0	0	0	0
28898	0	0	0	0
28884	0	0	0	0
28873	0	0	0	0
28885	0	0	0	0
28886	0	0	0	0
28899	0	0	0	0
28870	0	0	0	0
28874	0	0	0	0
28887	0	0	0	0
28888	0	0	0	0
28869	0	0	0	0
28900	0	0	0	0
28901	0	0	0	0
28875	0	0	0	0
28889	0	0	0	0
28902	0	0	0	0
28903	0	0	0	0
28876	0	0	0	0
28890	0	0	0	0
28892	0	0	0	0
28891	0	0	0	0
28904	0	0	0	0
28877	0	0	0	0
101060017	0	0	1	0
101930047	0	0	1	0
101926969	0	0	0	0
654342	0	0	0	0
107985798	0	0	0	0
105374868	0	0	0	0
645367	1	0	1	0
440888	0	0	0	0
728034	0	0	0	0
107985915	0	0	0	1
100133920	0	0	0	0
100509620	2	0	0	0
107985916	0	0	0	0
90499	0	0	0	0
729171	2	0	3	3
442028	0	0	0	0
150483	0	0	0	0
105373487	0	0	0	0
4118	0	0	0	0
105373488	0	0	0	0
64969	1344	1421	1291	1096
84874	201	221	294	279
7549	81	103	86	76
150696	1238	1338	1043	919
30818	15	5	1	8
51011	240	236	284	242
653192	0	0	0	0
107985917	0	0	0	0
129868	0	0	0	0
105373490	14	11	11	15
101926959	0	0	0	0
105373492	0	0	0	0
150759	22	11	16	10
400986	77	63	83	66
729234	21	15	35	27
150763	7	6	13	19
105373493	0	0	0	0
105373494	0	0	0	0
151	0	1	0	1
431705	0	0	0	0
1844	0	0	0	0
